#mpa_vJan21_CHOCOPhlAnSGB_202103
clade_name	R10_S209_L002_R1_001.fastqd_metagenome	R11_S210_L002_R1_001.fastqd_metagenome	R12_S211_L002_R1_001.fastqd_metagenome	R13_S212_L002_R1_001.fastqd_metagenome	R14_S213_L002_R1_001.fastqd_metagenome	R15_S214_L002_R1_001.fastqd_metagenome	R16_S215_L002_R1_001.fastqd_metagenome	R17_S216_L002_R1_001.fastqd_metagenome	R18_S217_L002_R1_001.fastqd_metagenome	R19_S218_L002_R1_001.fastqd_metagenome	R1_S200_L002_R1_001.fastqd_metagenome	R20_S219_L002_R1_001.fastqd_metagenome	R21_S220_L002_R1_001.fastqd_metagenome	R22_S221_L002_R1_001.fastqd_metagenome	R2_S201_L002_R1_001.fastqd_metagenome	R3_S202_L002_R1_001.fastqd_metagenome	R4_S203_L002_R1_001.fastqd_metagenome	R5_S204_L002_R1_001.fastqd_metagenome	R6_S205_L002_R1_001.fastqd_metagenome	R7_S206_L002_R1_001.fastqd_metagenome	R8_S207_L002_R1_001.fastqd_metagenome	R9_S208_L002_R1_001.fastqd_metagenome
k__Bacteria|p__Firmicutes|c__CFGB9659|o__OFGB9659	0.14583	0.21993	0.01322	0.02164	0.0	0.02797	0.00981	0.12102	0.25122	0.00087	0.03471	0.02152	0.00574	0.00136	0.05582	0.09642	0.08216	0.113	0.08297	0.00053	0.11987	0.01201
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified	0.12886	0.13309	0.0	0.04332	0.0	0.10841	0.0	0.0	0.0	0.0	0.01544	0.0	0.0	0.0	0.01688	0.06447	0.0	0.0363	0.106	0.00382	0.00194	0.14582
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639	0.1049	0.03252	0.01582	0.12407	0.00036	0.01799	0.25226	0.10426	0.19185	0.04853	0.0136	0.01165	0.00353	0.00372	0.07369	0.01265	0.02209	0.05272	0.05659	0.00321	0.08801	0.07291
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479	0.09907	0.0634	0.00564	0.19935	0.0	0.03525	0.2618	0.17191	0.29931	0.02917	0.09115	0.00323	0.02712	0.02265	0.03155	0.02749	0.03537	0.04252	0.1485	0.01172	0.12947	0.07081
k__Bacteria|p__Firmicutes|c__CFGB9629|o__OFGB9629	0.0867	0.092	1.23477	0.04466	0.0	0.03796	0.10411	0.03199	0.04643	0.00956	0.0137	0.02344	0.03331	0.00913	0.14546	0.07357	0.04107	0.0622	0.1016	0.00137	0.0	0.06348
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.08484	0.1741	0.02591	0.43649	0.03154	0.11127	0.23776	0.15057	0.08907	0.32016	0.19364	0.26339	0.10571	0.37036	0.11736	0.14992	0.30707	0.1236	0.21977	0.19367	0.29354	0.30613
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.05212	0.0	0.0	0.0	0.0	0.0	0.09974	0.04595	0.02529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01134	0.05755	0.26533
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123	0.05161	0.02056	0.01446	0.10423	0.04758	0.0173	0.07029	0.02991	0.05415	0.02563	0.03126	0.00476	0.0217	0.0062	0.01597	0.00797	0.01267	0.1147	0.16297	0.00523	0.12951	0.05503
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.04298	0.04476	0.00258	0.12454	0.07501	0.16277	0.23166	0.02012	0.00668	4.05387	0.1177	0.01115	0.0307	0.01772	0.00877	0.07871	0.13577	0.04184	0.09533	0.45402	0.1953	0.22811
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644	0.04184	0.0228	0.01799	0.16278	0.05413	0.01179	0.07758	0.07853	0.18376	0.01504	0.02894	0.0601	0.12477	0.06248	0.12158	0.02283	0.01606	0.05672	0.10838	0.00169	0.18338	0.01651
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660	0.0263	0.00395	0.0	0.8735	0.06577	0.00016	0.70178	1.28821	2.58139	0.01938	0.48488	0.03207	0.01728	0.01794	0.98044	0.71322	0.0	0.2528	0.01552	0.00151	0.00133	0.99801
k__Bacteria|p__Firmicutes|c__CFGB9990|o__OFGB9990	0.02192	0.00454	0.00725	0.03883	0.0	0.0133	0.08922	0.09452	0.14801	0.0	0.0	0.00064	0.00406	0.00797	0.02695	0.01495	0.0	0.00858	0.04736	0.0	0.08653	0.00797
k__Bacteria|p__Firmicutes|c__CFGB9836|o__OFGB9836	0.01586	0.0781	0.0277	0.04835	0.0	0.09717	0.00349	0.06696	0.12306	0.00661	0.03651	0.01934	0.09096	0.0291	0.00342	0.02951	0.0016	0.01379	0.02754	0.00124	0.02315	0.01098
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618	0.01517	0.08924	0.10849	0.7066	0.0514	0.0237	0.30018	0.24195	0.16266	0.04992	0.99459	0.01833	0.0636	0.00313	0.01692	0.96627	0.02473	0.44819	0.10462	0.00349	0.07781	0.03811
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636	0.00764	0.63242	0.0	0.0	0.0	0.38077	0.83188	0.0774	0.06992	0.12087	0.60989	0.0	0.0	0.0	0.06743	0.48026	0.16635	1.12085	1.83843	0.02828	0.93824	0.03703
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	0.00703	0.19388	0.0	0.0	0.00381	0.03119	0.08322	0.90301	0.73123	0.04556	0.18835	0.0	0.14135	0.04848	0.02492	0.30626	0.01462	0.15716	0.25376	0.04646	0.56464	0.04374
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517	0.0065	0.0	0.00094	0.00204	0.0	0.00016	0.00684	0.0085	0.00384	0.0	0.0	0.0	0.00797	0.00372	0.00097	0.00079	0.0	0.00433	0.00098	0.0	0.00081	0.00098
k__Bacteria|p__Firmicutes|c__CFGB9511|o__OFGB9511	0.00419	0.0012	0.0	0.0	0.0	0.02626	0.01447	0.02428	0.00934	0.0	0.01528	0.0	0.00081	0.0	0.03779	0.03222	0.0	0.01377	0.01321	0.00366	0.013	0.01583
k__Bacteria|p__Firmicutes|c__CFGB28398|o__OFGB28398	0.00303	0.0	0.0	0.0	0.0	0.02341	0.0207	0.00092	0.0	0.0	0.0	0.0	0.00016	0.0	0.00342	0.00329	0.0	0.00371	0.00147	0.0	0.0	0.00013
k__Bacteria|p__Firmicutes|c__CFGB10340|o__OFGB10340	0.00159	0.10559	0.0	0.03079	0.07975	0.14439	0.1013	0.04048	0.03019	0.08598	0.08865	0.00178	0.02043	0.03553	0.02394	0.25338	0.02183	0.04608	0.07069	0.05428	0.06684	0.21316
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516	0.00015	0.0	0.0	0.0	0.0	0.00472	0.00074	0.00045	0.0	0.0	0.00225	0.0	0.0	0.0	0.03964	0.00597	0.0	0.022	0.02129	4e-05	0.0039	0.00347
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	27.81964	5.93575	12.80739	11.32286	11.12502	4.22283	14.76251	13.81148	26.32012	2.87484	4.25164	4.03243	6.34415	4.31613	29.03704	3.65991	6.12451	8.90395	8.46007	0.46639	12.31707	2.43003
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	18.95651	25.83785	12.50651	19.31756	3.16089	22.41031	31.58935	33.22154	23.56665	11.80705	23.81205	12.52098	4.4704	17.16903	14.58751	19.93397	21.3395	21.53259	21.47908	17.90994	26.67346	37.68992
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	5.93457	9.76596	33.71275	20.47559	74.01327	24.01732	7.61064	9.15264	4.75356	54.71367	26.87776	75.80429	69.15837	36.84517	5.74776	28.33881	5.62618	15.67379	5.78045	56.01289	16.53301	6.01543
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae	5.83779	0.11422	0.25901	0.61155	0.00806	0.03996	1.35008	0.59974	0.23708	0.03101	0.05447	0.00175	0.18972	5.36632	1.60222	0.0616	0.00213	0.37349	1.87337	0.16119	1.68193	0.83085
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	4.93875	2.65004	1.71171	1.61478	0.6732	1.10275	4.17088	2.53078	3.47141	0.7942	1.28573	0.9246	2.5459	1.18227	3.35582	1.78687	1.93648	3.79296	1.40802	0.32767	3.89428	1.48526
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified	4.89413	21.49508	2.37803	19.63479	0.38555	16.63332	13.29058	8.21191	5.63715	7.67178	16.23182	1.49151	1.25165	3.28076	16.37013	18.85235	35.45969	18.77587	19.71839	9.73664	8.22989	20.53256
k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425|f__FGB4425	3.01404	6.40636	1.26347	2.7723	0.3434	4.09323	3.74286	2.27261	1.63273	2.03094	5.91151	0.20328	0.23963	1.76498	4.72475	5.49262	5.2662	7.59144	7.62141	2.31468	8.94916	6.99285
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2.68179	1.52818	3.22439	0.9381	2.96946	1.64706	1.14118	0.806	1.8175	0.30726	0.59678	0.25202	1.84137	0.8293	1.64428	0.35786	0.6861	1.16653	2.97877	0.08237	1.13114	0.09502
k__Bacteria|p__Firmicutes|c__CFGB10348|o__OFGB10348|f__FGB10348	2.36757	0.06274	0.69679	0.17671	0.00156	0.07947	0.06482	0.44081	1.54259	0.0045	0.0555	0.00502	0.01776	0.04683	0.67038	0.0473	0.02591	0.20139	0.34808	0.0021	1.02382	0.05743
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2.27406	1.18054	3.22841	0.69203	0.08641	1.00714	2.38059	2.62887	3.72825	0.07557	0.41923	0.15333	0.65441	0.61867	0.8693	0.47091	0.49414	0.84866	2.14803	0.10403	1.70623	0.85109
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae	1.7249	0.0	0.01955	0.55478	0.1573	0.99535	0.5164	0.23678	0.35361	0.10037	0.0	0.08903	1.32941	13.75728	0.0	0.0	0.0	0.0	0.00399	0.07211	1.2729	0.32818
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	1.69332	5.67377	2.85513	7.05787	0.02726	5.01362	3.29009	7.45575	5.00864	1.71269	3.92958	0.41344	0.20861	0.92958	5.35701	4.27628	9.31417	3.69398	5.12341	3.81324	2.19824	8.9385
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	1.65166	1.97103	8.74708	2.86358	0.06941	3.28172	0.66038	2.93067	2.34861	0.54951	1.38037	0.16365	1.83595	5.0606	4.15283	2.2516	2.45941	1.39413	2.14351	0.70251	1.77803	1.9324
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.85894	0.0	0.65226	0.09999	0.11832	0.0178	0.17063	0.14303	0.21757	8e-05	0.00992	0.03426	0.4065	0.0294	0.01371	0.02307	0.00735	0.01097	0.03805	0.00099	0.25123	0.02148
k__Bacteria|p__Firmicutes|c__CFGB9650|o__OFGB9650|f__FGB9650	0.78548	0.12461	2.72484	0.19442	0.31505	1.13249	0.41147	0.64704	1.67058	0.02861	0.1239	0.32096	1.11197	0.43504	0.36369	0.02834	0.11208	0.45796	0.32426	0.01098	0.33143	0.05825
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae	0.70488	0.17245	0.27312	0.16008	0.0	0.10663	0.3423	0.37118	0.50844	0.00036	0.01541	0.00284	0.05	0.04879	0.1219	0.08703	0.02509	0.09368	0.23044	0.00163	0.25711	0.14024
k__Bacteria|p__Bacteroidetes|c__CFGB7480|o__OFGB7480|f__FGB7480	0.62877	0.28438	0.2587	0.59281	0.00249	0.34634	0.31233	0.46973	0.27844	0.12291	0.6165	0.07989	0.1026	0.13669	0.3526	0.34643	0.12163	0.40789	0.14744	0.2529	0.91273	0.72255
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658|f__FGB9658	0.61056	0.0	0.0	0.0	0.00268	0.0	0.00071	0.10406	0.05701	0.0	0.0	0.0	0.01433	0.00547	0.0	5e-05	0.0	0.0	0.0	0.0	0.08546	0.00287
k__Bacteria|p__Proteobacteria|c__CFGB9469|o__OFGB9469|f__FGB9469	0.50424	0.32854	0.13575	0.31559	0.02926	0.38751	1.26724	0.43924	1.2373	0.21197	0.34408	0.09931	0.30808	1.45423	0.36428	0.26804	0.25073	2.62365	2.59076	0.04968	0.41029	0.16739
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	0.46326	2.62258	2.02092	0.77523	0.0	3.03699	0.54564	0.70345	0.46419	0.11157	1.0595	0.14265	0.12315	0.37441	1.81891	0.699	1.75871	0.58229	2.72834	0.3544	0.98962	0.88292
k__Bacteria|p__Bacteroidetes|c__CFGB637|o__OFGB637|f__FGB637	0.45535	0.63491	0.01527	1.07639	0.00402	0.80598	0.91471	0.52991	0.40438	0.78631	0.42595	0.02719	0.03619	0.20687	0.24957	0.3556	1.20234	0.60628	0.57635	1.59208	0.56834	1.34989
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.41189	0.8097	0.76325	0.72465	3.89237	0.97587	0.65385	1.36088	0.95775	1.2552	1.19601	1.52394	2.45591	1.4789	0.36355	1.19393	1.13316	0.80956	0.77352	0.7036	0.67573	1.29894
k__Bacteria|p__Bacteroidetes|c__CFGB9384|o__OFGB9384|f__FGB9384	0.4065	0.82484	1.28941	0.27518	0.00853	0.52544	0.22588	0.90968	0.60486	0.09204	0.61301	0.05363	0.1433	0.15112	0.31205	0.68699	0.78639	0.1971	0.26784	0.09074	0.24089	0.35695
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633	0.37695	0.02201	0.29752	0.21896	0.00843	0.05519	0.13953	0.30585	0.66295	0.01339	0.01212	0.0164	0.16605	0.07546	0.0941	0.00896	0.00661	0.0709	0.09213	1e-05	0.17725	0.04865
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157	0.3642	0.14777	0.72573	0.40929	0.08504	0.23249	0.43853	0.6768	0.80848	0.41204	0.1568	0.05296	0.52523	0.31563	0.3024	0.08055	0.12431	0.18592	0.32449	0.0134	0.23853	0.07748
k__Bacteria|p__Bacteroidetes|c__CFGB636|o__OFGB636|f__FGB636	0.31336	0.09365	0.10103	0.17812	0.02895	0.10914	0.35724	0.26131	0.16367	0.32729	0.49508	0.1304	0.04509	0.15702	0.10796	0.2364	0.28185	0.32773	0.13756	0.26649	0.30791	0.3077
k__Bacteria|p__Bacteroidetes|c__CFGB9395|o__OFGB9395|f__FGB9395	0.30711	0.09253	0.90789	0.0512	0.01814	0.09132	0.17101	0.61842	0.40567	0.18578	0.95213	0.10092	0.17039	0.04911	0.01612	0.89997	0.02111	0.26551	0.0428	0.04865	0.2322	0.13245
k__Bacteria|p__Bacteroidetes|c__CFGB9375|o__OFGB9375|f__FGB9375	0.25526	0.17809	0.64118	0.16525	0.00492	0.20753	0.06296	0.20674	0.24154	0.02677	0.07438	0.02451	0.21152	0.17083	0.19176	0.12136	0.07953	0.11746	0.15906	0.02361	0.32179	0.08194
k__Bacteria|p__Bacteroidetes|c__CFGB9388|o__OFGB9388|f__FGB9388	0.2193	0.10049	0.42227	0.09387	0.04395	0.29864	0.15871	0.61812	0.43816	0.07845	0.21121	0.14333	0.07814	0.12668	0.0746	0.36435	0.0625	0.42985	0.11269	0.13814	0.51798	0.19002
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	0.21418	0.78973	0.22794	0.38642	0.00238	0.3724	0.36765	0.29139	0.19846	0.11242	1.0181	0.00601	0.20939	0.16583	0.79746	1.20395	0.15776	0.56559	0.42238	0.28492	0.21727	0.49259
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	0.19606	2.96259	0.02749	0.11079	0.0158	1.75605	1.33	0.23675	0.16878	0.34092	1.41508	0.0289	0.94514	0.09207	0.79499	2.07996	1.18732	0.56026	3.15903	0.50279	0.52648	0.74395
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827	0.19264	0.1137	0.17438	0.21806	0.00186	0.08441	0.3173	0.24155	0.3977	0.02509	0.09943	0.01373	0.1407	0.11886	0.22441	0.07441	0.10668	0.16306	0.318	0.01047	0.11479	0.11247
k__Bacteria|p__Proteobacteria|c__CFGB9318|o__OFGB9318|f__FGB9318	0.16571	0.40167	0.55347	0.02483	0.00165	0.48996	0.48976	0.08515	0.10182	0.01306	0.80484	0.05812	0.01309	0.01224	0.03174	0.18299	0.47157	0.12677	0.267	0.2272	0.04223	0.14674
k__Bacteria|p__Firmicutes|c__CFGB9659|o__OFGB9659|f__FGB9659	0.14583	0.21993	0.01322	0.02164	0.0	0.02797	0.00981	0.12102	0.25122	0.00087	0.03471	0.02152	0.00574	0.00136	0.05582	0.09642	0.08216	0.113	0.08297	0.00053	0.11987	0.01201
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0.13066	0.23349	0.16454	0.21017	6e-05	0.16284	0.15931	0.04715	0.02532	0.036	0.08271	0.00039	0.00286	0.01315	0.23533	0.14787	0.3486	0.07256	0.3741	0.14001	0.07423	0.28266
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified	0.12886	0.13309	0.0	0.04332	0.0	0.10841	0.0	0.0	0.0	0.0	0.01544	0.0	0.0	0.0	0.01688	0.06447	0.0	0.0363	0.106	0.00382	0.00194	0.14582
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639|f__FGB9639	0.1049	0.03252	0.01582	0.12407	0.00036	0.01799	0.25226	0.10426	0.19185	0.04853	0.0136	0.01165	0.00353	0.00372	0.07369	0.01265	0.02209	0.05272	0.05659	0.00321	0.08801	0.07291
k__Bacteria|p__Firmicutes|c__CFGB9479|o__OFGB9479|f__FGB9479	0.09907	0.0634	0.00564	0.19935	0.0	0.03525	0.2618	0.17191	0.29931	0.02917	0.09115	0.00323	0.02712	0.02265	0.03155	0.02749	0.03537	0.04252	0.1485	0.01172	0.12947	0.07081
k__Bacteria|p__Firmicutes|c__CFGB9629|o__OFGB9629|f__FGB9629	0.0867	0.092	1.23477	0.04466	0.0	0.03796	0.10411	0.03199	0.04643	0.00956	0.0137	0.02344	0.03331	0.00913	0.14546	0.07357	0.04107	0.0622	0.1016	0.00137	0.0	0.06348
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.08484	0.1741	0.02591	0.43649	0.03154	0.11127	0.23776	0.15057	0.08907	0.32016	0.19364	0.26339	0.10571	0.37012	0.11736	0.14992	0.30707	0.1236	0.21977	0.19367	0.29354	0.30613
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified	0.07456	0.15966	0.01443	0.00242	0.76672	0.14942	0.11822	0.03766	0.02297	0.00429	0.16901	0.0005	0.27346	0.15034	0.05781	0.10875	0.03041	0.05339	0.08903	0.02006	0.04193	0.05814
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	0.05212	0.0	0.0	0.0	0.0	0.0	0.09974	0.04595	0.02529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01134	0.05755	0.26533
k__Bacteria|p__Bacteria_unclassified|c__CFGB8123|o__OFGB8123|f__FGB8123	0.05161	0.02056	0.01446	0.10423	0.04758	0.0173	0.07029	0.02991	0.05415	0.02563	0.03126	0.00476	0.0217	0.0062	0.01597	0.00797	0.01267	0.1147	0.16297	0.00523	0.12951	0.05503
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.04298	0.04476	0.00258	0.12454	0.07501	0.16277	0.23166	0.02012	0.00668	4.05387	0.1177	0.01115	0.0307	0.01772	0.00877	0.07871	0.13577	0.04184	0.09533	0.45402	0.1953	0.22811
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644|f__FGB9644	0.04184	0.0228	0.01799	0.16278	0.05413	0.01179	0.07758	0.07853	0.18376	0.01504	0.02894	0.0601	0.12477	0.06248	0.12158	0.02283	0.01606	0.05672	0.10838	0.00169	0.18338	0.01651
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660|f__FGB9660	0.0263	0.00395	0.0	0.8735	0.06577	0.00016	0.70178	1.28821	2.58139	0.01938	0.48488	0.03207	0.01728	0.01794	0.98044	0.71322	0.0	0.2528	0.01552	0.00151	0.00133	0.99801
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0.02332	0.02974	0.00879	0.02278	0.00469	0.02506	0.01157	0.03629	0.02887	0.0104	0.03057	0.00307	0.01909	0.01124	0.02057	0.04273	0.05163	0.02377	0.02142	0.00762	0.02198	0.02204
k__Bacteria|p__Firmicutes|c__CFGB9990|o__OFGB9990|f__FGB9990	0.02192	0.00454	0.00725	0.03883	0.0	0.0133	0.08922	0.09452	0.14801	0.0	0.0	0.00064	0.00406	0.00797	0.02695	0.01495	0.0	0.00858	0.04736	0.0	0.08653	0.00797
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.02051	0.17263	0.15827	0.0735	0.33404	0.14633	0.05375	0.19253	0.11058	0.08589	0.03702	0.2061	0.09686	0.10135	0.02697	0.19074	0.1459	0.02164	0.02249	0.02218	0.05277	0.11818
k__Bacteria|p__Firmicutes|c__CFGB9836|o__OFGB9836|f__FGB9836	0.01586	0.0781	0.0277	0.04835	0.0	0.09717	0.00349	0.06696	0.12306	0.00661	0.03651	0.01934	0.09096	0.0291	0.00342	0.02951	0.0016	0.01379	0.02754	0.00124	0.02315	0.01098
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.01524	0.0	0.04273	0.00309	0.0	0.01554	0.02435	0.0099	0.00335	0.0	0.0	0.0	0.01724	0.00395	0.00011	0.00047	0.00089	0.00367	0.00523	0.0	0.00457	0.00997
k__Bacteria|p__Firmicutes|c__CFGB9618|o__OFGB9618|f__FGB9618	0.01517	0.08924	0.10849	0.7066	0.0514	0.0237	0.30018	0.24195	0.16266	0.04992	0.99459	0.01833	0.0636	0.00313	0.01692	0.96627	0.02473	0.44819	0.10462	0.00349	0.07781	0.03811
k__Bacteria|p__Firmicutes|c__CFGB9636|o__OFGB9636|f__FGB9636	0.00764	0.63242	0.0	0.0	0.0	0.38077	0.83188	0.0774	0.06992	0.12087	0.60989	0.0	0.0	0.0	0.06743	0.48026	0.16635	1.12085	1.83843	0.02828	0.93824	0.03703
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmatales_unclassified	0.00703	0.19388	0.0	0.0	0.00381	0.03119	0.08322	0.90301	0.73123	0.04556	0.18835	0.0	0.14135	0.04848	0.02492	0.30626	0.01462	0.15716	0.25376	0.04646	0.56464	0.04374
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517	0.0065	0.0	0.00094	0.00204	0.0	0.00016	0.00684	0.0085	0.00384	0.0	0.0	0.0	0.00797	0.00372	0.00097	0.00079	0.0	0.00433	0.00098	0.0	0.00081	0.00098
k__Bacteria|p__Firmicutes|c__CFGB9511|o__OFGB9511|f__FGB9511	0.00419	0.0012	0.0	0.0	0.0	0.02626	0.01447	0.02428	0.00934	0.0	0.01528	0.0	0.00081	0.0	0.03779	0.03222	0.0	0.01377	0.01321	0.00366	0.013	0.01583
k__Bacteria|p__Firmicutes|c__CFGB28398|o__OFGB28398|f__FGB28398	0.00303	0.0	0.0	0.0	0.0	0.02341	0.0207	0.00092	0.0	0.0	0.0	0.0	0.00016	0.0	0.00342	0.00329	0.0	0.00371	0.00147	0.0	0.0	0.00013
k__Bacteria|p__Firmicutes|c__CFGB10340|o__OFGB10340|f__FGB10340	0.00159	0.10559	0.0	0.03079	0.07975	0.14439	0.1013	0.04048	0.03019	0.08598	0.08865	0.00178	0.02043	0.03553	0.02394	0.25338	0.02183	0.04608	0.07069	0.05428	0.06684	0.21316
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516|f__FGB9516	0.00015	0.0	0.0	0.0	0.0	0.00472	0.00074	0.00045	0.0	0.0	0.00225	0.0	0.0	0.0	0.03964	0.00597	0.0	0.022	0.02129	4e-05	0.0039	0.00347
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella	8.95138	5.67642	6.59833	6.95479	0.53014	3.78008	8.77725	16.4167	11.53282	3.85873	5.65361	8.27571	1.20745	6.83352	4.00259	5.23692	3.30077	7.28701	3.86796	8.25926	11.94227	12.45255
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28787	7.67416	0.0	2.51545	3.45264	0.0	0.38411	2.05246	3.94693	8.13441	0.29895	0.00948	0.68917	1.88371	0.91608	0.0	0.03227	0.0	0.32156	0.0	0.00026	1.11058	6e-05
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Mucispirillum	5.83779	0.11422	0.25901	0.61155	0.00806	0.03996	1.35008	0.59974	0.23708	0.03101	0.05447	0.00175	0.18972	5.36632	1.60222	0.0616	0.00213	0.37349	1.87337	0.16119	1.68193	0.83085
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus	5.40112	7.92542	29.30806	18.98826	71.15168	18.21841	4.90342	5.93162	2.78336	29.29376	26.79883	46.29956	28.0475	18.84345	5.43133	25.99433	5.54232	15.62213	5.52002	55.30303	16.29933	4.95604
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified	5.26022	10.19184	3.31048	6.49214	0.3258	11.34093	8.16952	8.93806	5.88298	4.65553	7.45207	2.78973	1.73535	5.79788	5.20908	5.1914	9.36043	6.13703	9.47106	4.68646	6.50798	11.19396
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified	4.93875	2.65004	1.44975	1.61478	0.64685	1.04448	4.17088	2.53078	3.47141	0.7942	1.28573	0.9246	2.43435	0.97175	3.35582	1.78687	1.93442	3.79296	1.40802	0.32767	3.89428	1.48526
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28828	4.44239	0.03739	0.0	1.0362	0.05208	0.3306	0.41579	0.8616	0.86782	0.0997	0.10294	0.04968	0.00527	0.03132	0.0538	0.26612	0.0	0.67699	0.00401	0.00117	2.09272	0.3559
